음식료품_negative,음식료품_positive,음식료품_negative_rate,음식료품_positive_rate,종이목재_negative,종이목재_positive,종이목재_negative_rate,종이목재_positive_rate,섬유의복_negative,섬유의복_positive,섬유의복_negative_rate,섬유의복_positive_rate,종이목재_negative,종이목재_positive,종이목재_negative_rate,종이목재_positive_rate,화학_negative,화학_positive,화학_negative_rate,화학_positive_rate,의약품_negative,의약품_positive,의약품_negative_rate,의약품_positive_rate,비금속광물_negative,비금속광물_positive,비금속광물_negative_rate,비금속광물_positive_rate,철강금속_negative,철강금속_positive,철강금속_negative_rate,철강금속_positive_rate,기계_negative,기계_positive,기계_negative_rate,기계_positive_rate,전기전자_negative,전기전자_positive,전기전자_negative_rate,전기전자_positive_rate,의료정밀_negative,의료정밀_positive,의료정밀_negative_rate,의료정밀_positive_rate,운수장비_negative,운수장비_positive,운수장비_negative_rate,운수장비_positive_rate,유통업_negative,유통업_positive,유통업_negative_rate,유통업_positive_rate,전기가스업_negative,전기가스업_positive,전기가스업_negative_rate,전기가스업_positive_rate,건설업_negative,건설업_positive,건설업_negative_rate,건설업_positive_rate,운수창고_negative,운수창고_positive,운수창고_negative_rate,운수창고_positive_rate,통신업_negative,통신업_positive,통신업_negative_rate,통신업_positive_rate,금융업_negative,금융업_positive,금융업_negative_rate,금융업_positive_rate,은행_negative,은행_positive,은행_negative_rate,은행_positive_rate,증권_negative,증권_positive,증권_negative_rate,증권_positive_rate,보험_negative,보험_positive,보험_negative_rate,보험_positive_rate,서비스업_negative,서비스업_positive,서비스업_negative_rate,서비스업_positive_rate
0,8,0.0,1.0,1,4,0.2,0.8,0,3,0.0,1.0,1,4,0.2,0.8,9,6,0.6,0.4,0,1,0.0,1.0,2,0,1.0,0.0,4,5,0.4444444444444444,0.5555555555555556,0,1,0.0,1.0,1,5,0.16666666666666666,0.8333333333333334,2,5,0.2857142857142857,0.7142857142857143,2,0,1.0,0.0,4,2,0.6666666666666666,0.3333333333333333,1,2,0.3333333333333333,0.6666666666666666,1,1,0.5,0.5,2,8,0.2,0.8,1,5,0.16666666666666666,0.8333333333333334,1,7,0.125,0.875,1,6,0.14285714285714285,0.8571428571428571,2,3,0.4,0.6,0,15,0.0,1.0,0,1,0.0,1.0
2,0,1.0,0.0,2,4,0.3333333333333333,0.6666666666666666,4,4,0.5,0.5,2,4,0.3333333333333333,0.6666666666666666,1,3,0.25,0.75,3,2,0.6,0.4,4,4,0.5,0.5,3,1,0.75,0.25,0,4,0.0,1.0,1,6,0.14285714285714285,0.8571428571428571,1,3,0.25,0.75,3,2,0.6,0.4,0,2,0.0,1.0,0,0,,,1,1,0.5,0.5,2,5,0.2857142857142857,0.7142857142857143,0,0,,,0,3,0.0,1.0,0,3,0.0,1.0,1,4,0.2,0.8,0,9,0.0,1.0,0,0,,
0,12,0.0,1.0,1,1,0.5,0.5,4,0,1.0,0.0,1,1,0.5,0.5,2,3,0.4,0.6,2,0,1.0,0.0,2,1,0.6666666666666666,0.3333333333333333,2,0,1.0,0.0,0,4,0.0,1.0,2,7,0.2222222222222222,0.7777777777777778,0,0,,,1,1,0.5,0.5,0,1,0.0,1.0,0,1,0.0,1.0,0,0,,,1,1,0.5,0.5,1,1,0.5,0.5,2,4,0.3333333333333333,0.6666666666666666,0,0,,,0,1,0.0,1.0,0,11,0.0,1.0,0,3,0.0,1.0
1,1,0.5,0.5,3,1,0.75,0.25,3,0,1.0,0.0,3,1,0.75,0.25,3,5,0.375,0.625,1,4,0.2,0.8,3,1,0.75,0.25,2,0,1.0,0.0,1,4,0.2,0.8,2,1,0.6666666666666666,0.3333333333333333,1,0,1.0,0.0,0,1,0.0,1.0,0,2,0.0,1.0,2,0,1.0,0.0,0,1,0.0,1.0,3,2,0.6,0.4,3,2,0.6,0.4,1,6,0.14285714285714285,0.8571428571428571,0,2,0.0,1.0,3,3,0.5,0.5,3,6,0.3333333333333333,0.6666666666666666,1,0,1.0,0.0
0,3,0.0,1.0,0,3,0.0,1.0,0,1,0.0,1.0,0,3,0.0,1.0,2,5,0.2857142857142857,0.7142857142857143,1,2,0.3333333333333333,0.6666666666666666,1,3,0.25,0.75,1,3,0.25,0.75,2,5,0.2857142857142857,0.7142857142857143,3,4,0.42857142857142855,0.5714285714285714,0,4,0.0,1.0,0,1,0.0,1.0,0,3,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,1,1,0.5,0.5,0,2,0.0,1.0,0,3,0.0,1.0,2,3,0.4,0.6,0,0,,,1,2,0.3333333333333333,0.6666666666666666,0,18,0.0,1.0,0,3,0.0,1.0
1,0,1.0,0.0,0,0,,,1,0,1.0,0.0,0,0,,,1,6,0.14285714285714285,0.8571428571428571,1,2,0.3333333333333333,0.6666666666666666,0,0,,,0,0,,,0,2,0.0,1.0,0,1,0.0,1.0,0,1,0.0,1.0,0,0,,,0,1,0.0,1.0,0,0,,,0,3,0.0,1.0,0,0,,,0,0,,,1,4,0.2,0.8,0,2,0.0,1.0,0,6,0.0,1.0,0,14,0.0,1.0,0,1,0.0,1.0
1,2,0.3333333333333333,0.6666666666666666,2,2,0.5,0.5,2,2,0.5,0.5,2,2,0.5,0.5,1,7,0.125,0.875,4,1,0.8,0.2,1,4,0.2,0.8,3,1,0.75,0.25,0,3,0.0,1.0,2,3,0.4,0.6,1,1,0.5,0.5,0,2,0.0,1.0,0,4,0.0,1.0,2,1,0.6666666666666666,0.3333333333333333,0,0,,,0,2,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,4,0.0,1.0,0,2,0.0,1.0,0,1,0.0,1.0,1,19,0.05,0.95,0,0,,
2,5,0.2857142857142857,0.7142857142857143,1,6,0.14285714285714285,0.8571428571428571,3,7,0.3,0.7,1,6,0.14285714285714285,0.8571428571428571,0,6,0.0,1.0,3,1,0.75,0.25,2,9,0.18181818181818182,0.8181818181818182,2,5,0.2857142857142857,0.7142857142857143,1,3,0.25,0.75,2,2,0.5,0.5,4,7,0.36363636363636365,0.6363636363636364,0,4,0.0,1.0,3,5,0.375,0.625,1,4,0.2,0.8,0,3,0.0,1.0,1,7,0.125,0.875,0,3,0.0,1.0,0,4,0.0,1.0,0,2,0.0,1.0,3,8,0.2727272727272727,0.7272727272727273,0,16,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666
2,3,0.4,0.6,1,3,0.25,0.75,2,4,0.3333333333333333,0.6666666666666666,1,3,0.25,0.75,0,19,0.0,1.0,2,0,1.0,0.0,6,1,0.8571428571428571,0.14285714285714285,0,2,0.0,1.0,0,2,0.0,1.0,2,3,0.4,0.6,2,2,0.5,0.5,4,3,0.5714285714285714,0.42857142857142855,0,5,0.0,1.0,2,2,0.5,0.5,0,2,0.0,1.0,2,5,0.2857142857142857,0.7142857142857143,0,3,0.0,1.0,0,5,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,0,,,0,10,0.0,1.0,1,3,0.25,0.75
0,0,,,1,0,1.0,0.0,0,0,,,1,0,1.0,0.0,4,25,0.13793103448275862,0.8620689655172413,1,0,1.0,0.0,2,0,1.0,0.0,4,1,0.8,0.2,0,2,0.0,1.0,1,3,0.25,0.75,0,1,0.0,1.0,7,1,0.875,0.125,0,1,0.0,1.0,1,0,1.0,0.0,0,1,0.0,1.0,2,0,1.0,0.0,0,1,0.0,1.0,0,0,,,0,0,,,1,4,0.2,0.8,0,20,0.0,1.0,0,0,,
1,0,1.0,0.0,1,1,0.5,0.5,1,0,1.0,0.0,1,1,0.5,0.5,2,11,0.15384615384615385,0.8461538461538461,4,0,1.0,0.0,2,0,1.0,0.0,0,0,,,0,3,0.0,1.0,0,1,0.0,1.0,0,0,,,1,1,0.5,0.5,0,1,0.0,1.0,0,0,,,0,1,0.0,1.0,1,0,1.0,0.0,0,1,0.0,1.0,1,1,0.5,0.5,0,1,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,1,18,0.05263157894736842,0.9473684210526315,1,0,1.0,0.0
1,0,1.0,0.0,0,1,0.0,1.0,0,0,,,0,1,0.0,1.0,0,12,0.0,1.0,3,3,0.5,0.5,0,0,,,1,3,0.25,0.75,0,2,0.0,1.0,1,0,1.0,0.0,0,1,0.0,1.0,1,0,1.0,0.0,0,3,0.0,1.0,0,0,,,0,2,0.0,1.0,0,0,,,2,1,0.6666666666666666,0.3333333333333333,8,1,0.8888888888888888,0.1111111111111111,2,4,0.3333333333333333,0.6666666666666666,1,1,0.5,0.5,0,10,0.0,1.0,2,1,0.6666666666666666,0.3333333333333333
0,4,0.0,1.0,1,4,0.2,0.8,0,3,0.0,1.0,1,4,0.2,0.8,2,4,0.3333333333333333,0.6666666666666666,0,0,,,0,4,0.0,1.0,2,4,0.3333333333333333,0.6666666666666666,1,2,0.3333333333333333,0.6666666666666666,4,3,0.5714285714285714,0.42857142857142855,0,2,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,4,0.0,1.0,0,3,0.0,1.0,1,1,0.5,0.5,1,3,0.25,0.75,0,6,0.0,1.0,0,2,0.0,1.0,2,1,0.6666666666666666,0.3333333333333333,1,3,0.25,0.75,1,10,0.09090909090909091,0.9090909090909091,0,1,0.0,1.0
0,2,0.0,1.0,0,1,0.0,1.0,0,1,0.0,1.0,0,1,0.0,1.0,1,17,0.05555555555555555,0.9444444444444444,0,1,0.0,1.0,1,1,0.5,0.5,1,2,0.3333333333333333,0.6666666666666666,0,5,0.0,1.0,3,3,0.5,0.5,0,0,,,0,0,,,0,6,0.0,1.0,0,0,,,1,1,0.5,0.5,0,0,,,0,0,,,0,1,0.0,1.0,0,3,0.0,1.0,0,3,0.0,1.0,0,8,0.0,1.0,0,3,0.0,1.0
1,1,0.5,0.5,1,0,1.0,0.0,0,1,0.0,1.0,1,0,1.0,0.0,1,5,0.16666666666666666,0.8333333333333334,4,0,1.0,0.0,1,0,1.0,0.0,2,5,0.2857142857142857,0.7142857142857143,0,2,0.0,1.0,1,6,0.14285714285714285,0.8571428571428571,0,0,,,0,0,,,0,0,,,0,0,,,0,2,0.0,1.0,1,3,0.25,0.75,2,1,0.6666666666666666,0.3333333333333333,0,11,0.0,1.0,0,1,0.0,1.0,1,7,0.125,0.875,2,9,0.18181818181818182,0.8181818181818182,1,3,0.25,0.75
0,3,0.0,1.0,2,6,0.25,0.75,0,2,0.0,1.0,2,6,0.25,0.75,3,1,0.75,0.25,1,1,0.5,0.5,0,5,0.0,1.0,2,3,0.4,0.6,0,3,0.0,1.0,1,5,0.16666666666666666,0.8333333333333334,0,1,0.0,1.0,0,2,0.0,1.0,1,0,1.0,0.0,0,3,0.0,1.0,0,2,0.0,1.0,0,1,0.0,1.0,0,1,0.0,1.0,0,0,,,0,0,,,0,8,0.0,1.0,0,3,0.0,1.0,0,5,0.0,1.0
0,1,0.0,1.0,0,2,0.0,1.0,1,3,0.25,0.75,0,2,0.0,1.0,2,17,0.10526315789473684,0.8947368421052632,3,0,1.0,0.0,0,2,0.0,1.0,1,4,0.2,0.8,0,6,0.0,1.0,1,3,0.25,0.75,0,0,,,0,1,0.0,1.0,0,0,,,0,2,0.0,1.0,0,6,0.0,1.0,0,0,,,0,1,0.0,1.0,2,3,0.4,0.6,0,3,0.0,1.0,1,9,0.1,0.9,0,9,0.0,1.0,1,5,0.16666666666666666,0.8333333333333334
1,1,0.5,0.5,1,3,0.25,0.75,1,5,0.16666666666666666,0.8333333333333334,1,3,0.25,0.75,4,11,0.26666666666666666,0.7333333333333333,2,0,1.0,0.0,1,3,0.25,0.75,0,0,,,0,6,0.0,1.0,0,0,,,2,2,0.5,0.5,1,1,0.5,0.5,0,0,,,2,3,0.4,0.6,0,1,0.0,1.0,1,3,0.25,0.75,1,1,0.5,0.5,0,1,0.0,1.0,0,1,0.0,1.0,1,1,0.5,0.5,0,10,0.0,1.0,0,2,0.0,1.0
0,1,0.0,1.0,3,3,0.5,0.5,0,0,,,3,3,0.5,0.5,7,4,0.6363636363636364,0.36363636363636365,1,2,0.3333333333333333,0.6666666666666666,1,0,1.0,0.0,2,4,0.3333333333333333,0.6666666666666666,3,6,0.3333333333333333,0.6666666666666666,0,0,,,2,0,1.0,0.0,1,1,0.5,0.5,0,0,,,1,0,1.0,0.0,2,2,0.5,0.5,1,0,1.0,0.0,0,1,0.0,1.0,0,2,0.0,1.0,0,4,0.0,1.0,6,2,0.75,0.25,0,3,0.0,1.0,0,0,,
0,0,,,0,1,0.0,1.0,0,1,0.0,1.0,0,1,0.0,1.0,3,6,0.3333333333333333,0.6666666666666666,1,0,1.0,0.0,0,0,,,0,0,,,1,6,0.14285714285714285,0.8571428571428571,2,3,0.4,0.6,1,0,1.0,0.0,1,1,0.5,0.5,0,1,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,1,0.0,1.0,0,2,0.0,1.0,1,4,0.2,0.8,2,2,0.5,0.5,0,1,0.0,1.0,3,6,0.3333333333333333,0.6666666666666666,0,10,0.0,1.0,1,7,0.125,0.875
0,0,,,1,2,0.3333333333333333,0.6666666666666666,1,0,1.0,0.0,1,2,0.3333333333333333,0.6666666666666666,2,3,0.4,0.6,6,2,0.75,0.25,0,1,0.0,1.0,1,1,0.5,0.5,0,4,0.0,1.0,2,2,0.5,0.5,0,2,0.0,1.0,0,0,,,0,0,,,0,0,,,0,3,0.0,1.0,0,1,0.0,1.0,2,4,0.3333333333333333,0.6666666666666666,0,0,,,0,4,0.0,1.0,7,3,0.7,0.3,0,7,0.0,1.0,2,4,0.3333333333333333,0.6666666666666666
0,0,,,0,0,,,0,1,0.0,1.0,0,0,,,4,17,0.19047619047619047,0.8095238095238095,7,4,0.6363636363636364,0.36363636363636365,0,1,0.0,1.0,1,0,1.0,0.0,1,0,1.0,0.0,5,4,0.5555555555555556,0.4444444444444444,0,1,0.0,1.0,0,0,,,0,1,0.0,1.0,0,1,0.0,1.0,0,3,0.0,1.0,0,1,0.0,1.0,0,0,,,1,0,1.0,0.0,1,0,1.0,0.0,1,3,0.25,0.75,0,7,0.0,1.0,0,2,0.0,1.0
1,1,0.5,0.5,1,0,1.0,0.0,0,0,,,1,0,1.0,0.0,7,12,0.3684210526315789,0.631578947368421,2,0,1.0,0.0,1,1,0.5,0.5,2,0,1.0,0.0,0,2,0.0,1.0,3,1,0.75,0.25,0,0,,,0,1,0.0,1.0,0,0,,,1,1,0.5,0.5,2,2,0.5,0.5,1,1,0.5,0.5,1,0,1.0,0.0,0,1,0.0,1.0,0,0,,,2,3,0.4,0.6,0,14,0.0,1.0,0,1,0.0,1.0
0,0,,,0,0,,,0,2,0.0,1.0,0,0,,,0,2,0.0,1.0,3,0,1.0,0.0,1,0,1.0,0.0,0,0,,,0,5,0.0,1.0,2,1,0.6666666666666666,0.3333333333333333,0,0,,,1,0,1.0,0.0,0,0,,,0,0,,,1,1,0.5,0.5,0,1,0.0,1.0,0,0,,,0,2,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,3,7,0.3,0.7,0,6,0.0,1.0,0,1,0.0,1.0
1,0,1.0,0.0,0,0,,,1,1,0.5,0.5,0,0,,,2,10,0.16666666666666666,0.8333333333333334,4,0,1.0,0.0,1,0,1.0,0.0,2,1,0.6666666666666666,0.3333333333333333,0,4,0.0,1.0,2,1,0.6666666666666666,0.3333333333333333,0,0,,,0,0,,,2,2,0.5,0.5,0,0,,,1,0,1.0,0.0,1,8,0.1111111111111111,0.8888888888888888,1,0,1.0,0.0,2,2,0.5,0.5,0,2,0.0,1.0,2,14,0.125,0.875,0,11,0.0,1.0,0,2,0.0,1.0
0,3,0.0,1.0,1,3,0.25,0.75,0,4,0.0,1.0,1,3,0.25,0.75,6,5,0.5454545454545454,0.45454545454545453,2,0,1.0,0.0,0,2,0.0,1.0,0,4,0.0,1.0,1,10,0.09090909090909091,0.9090909090909091,3,6,0.3333333333333333,0.6666666666666666,0,3,0.0,1.0,0,3,0.0,1.0,0,8,0.0,1.0,0,4,0.0,1.0,0,0,,,0,2,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,2,0.0,1.0,0,2,0.0,1.0,1,17,0.05555555555555555,0.9444444444444444,0,13,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666
0,0,,,0,3,0.0,1.0,4,6,0.4,0.6,0,3,0.0,1.0,1,4,0.2,0.8,1,1,0.5,0.5,0,4,0.0,1.0,3,2,0.6,0.4,0,4,0.0,1.0,4,1,0.8,0.2,0,2,0.0,1.0,1,3,0.25,0.75,0,2,0.0,1.0,0,1,0.0,1.0,1,0,1.0,0.0,0,1,0.0,1.0,4,4,0.5,0.5,0,4,0.0,1.0,0,3,0.0,1.0,2,2,0.5,0.5,1,11,0.08333333333333333,0.9166666666666666,3,1,0.75,0.25
1,2,0.3333333333333333,0.6666666666666666,0,6,0.0,1.0,0,3,0.0,1.0,0,6,0.0,1.0,2,1,0.6666666666666666,0.3333333333333333,4,2,0.6666666666666666,0.3333333333333333,1,4,0.2,0.8,0,5,0.0,1.0,2,4,0.3333333333333333,0.6666666666666666,1,2,0.3333333333333333,0.6666666666666666,2,4,0.3333333333333333,0.6666666666666666,4,2,0.6666666666666666,0.3333333333333333,2,3,0.4,0.6,4,2,0.6666666666666666,0.3333333333333333,1,2,0.3333333333333333,0.6666666666666666,5,3,0.625,0.375,2,3,0.4,0.6,2,3,0.4,0.6,0,1,0.0,1.0,5,8,0.38461538461538464,0.6153846153846154,0,12,0.0,1.0,1,3,0.25,0.75
2,12,0.14285714285714285,0.8571428571428571,1,16,0.058823529411764705,0.9411764705882353,2,14,0.125,0.875,1,16,0.058823529411764705,0.9411764705882353,6,20,0.23076923076923078,0.7692307692307693,0,0,,,1,20,0.047619047619047616,0.9523809523809523,4,18,0.18181818181818182,0.8181818181818182,0,2,0.0,1.0,1,6,0.14285714285714285,0.8571428571428571,0,7,0.0,1.0,1,20,0.047619047619047616,0.9523809523809523,1,6,0.14285714285714285,0.8571428571428571,1,13,0.07142857142857142,0.9285714285714286,1,6,0.14285714285714285,0.8571428571428571,1,17,0.05555555555555555,0.9444444444444444,3,11,0.21428571428571427,0.7857142857142857,0,6,0.0,1.0,0,3,0.0,1.0,0,15,0.0,1.0,3,15,0.16666666666666666,0.8333333333333334,0,2,0.0,1.0
0,2,0.0,1.0,0,5,0.0,1.0,0,2,0.0,1.0,0,5,0.0,1.0,1,10,0.09090909090909091,0.9090909090909091,1,1,0.5,0.5,0,4,0.0,1.0,3,4,0.42857142857142855,0.5714285714285714,0,2,0.0,1.0,2,1,0.6666666666666666,0.3333333333333333,0,0,,,0,2,0.0,1.0,0,1,0.0,1.0,0,8,0.0,1.0,1,0,1.0,0.0,0,1,0.0,1.0,0,3,0.0,1.0,1,3,0.25,0.75,0,0,,,1,8,0.1111111111111111,0.8888888888888888,1,15,0.0625,0.9375,0,4,0.0,1.0
0,3,0.0,1.0,0,37,0.0,1.0,0,40,0.0,1.0,0,37,0.0,1.0,3,9,0.25,0.75,4,0,1.0,0.0,0,37,0.0,1.0,1,47,0.020833333333333332,0.9791666666666666,3,3,0.5,0.5,2,4,0.3333333333333333,0.6666666666666666,0,21,0.0,1.0,0,21,0.0,1.0,2,21,0.08695652173913043,0.9130434782608695,0,29,0.0,1.0,1,4,0.2,0.8,0,43,0.0,1.0,0,31,0.0,1.0,0,4,0.0,1.0,0,2,0.0,1.0,1,3,0.25,0.75,2,17,0.10526315789473684,0.8947368421052632,2,4,0.3333333333333333,0.6666666666666666
2,3,0.4,0.6,2,11,0.15384615384615385,0.8461538461538461,3,15,0.16666666666666666,0.8333333333333334,2,11,0.15384615384615385,0.8461538461538461,3,4,0.42857142857142855,0.5714285714285714,11,5,0.6875,0.3125,3,9,0.25,0.75,2,21,0.08695652173913043,0.9130434782608695,0,5,0.0,1.0,2,8,0.2,0.8,0,14,0.0,1.0,2,18,0.1,0.9,1,6,0.14285714285714285,0.8571428571428571,2,10,0.16666666666666666,0.8333333333333334,0,2,0.0,1.0,2,9,0.18181818181818182,0.8181818181818182,3,6,0.3333333333333333,0.6666666666666666,0,2,0.0,1.0,0,1,0.0,1.0,6,1,0.8571428571428571,0.14285714285714285,0,16,0.0,1.0,2,4,0.3333333333333333,0.6666666666666666
0,2,0.0,1.0,1,6,0.14285714285714285,0.8571428571428571,0,3,0.0,1.0,1,6,0.14285714285714285,0.8571428571428571,0,9,0.0,1.0,4,0,1.0,0.0,0,1,0.0,1.0,0,3,0.0,1.0,2,6,0.25,0.75,2,2,0.5,0.5,0,0,,,0,4,0.0,1.0,2,2,0.5,0.5,0,2,0.0,1.0,0,5,0.0,1.0,0,1,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,3,0.0,1.0,0,2,0.0,1.0,2,5,0.2857142857142857,0.7142857142857143,0,7,0.0,1.0,2,4,0.3333333333333333,0.6666666666666666
0,1,0.0,1.0,0,3,0.0,1.0,3,4,0.42857142857142855,0.5714285714285714,0,3,0.0,1.0,8,5,0.6153846153846154,0.38461538461538464,0,4,0.0,1.0,2,0,1.0,0.0,0,2,0.0,1.0,3,8,0.2727272727272727,0.7272727272727273,6,9,0.4,0.6,2,2,0.5,0.5,0,3,0.0,1.0,0,1,0.0,1.0,0,1,0.0,1.0,0,1,0.0,1.0,3,1,0.75,0.25,0,0,,,2,1,0.6666666666666666,0.3333333333333333,0,1,0.0,1.0,3,1,0.75,0.25,0,13,0.0,1.0,1,1,0.5,0.5
1,2,0.3333333333333333,0.6666666666666666,1,1,0.5,0.5,1,2,0.3333333333333333,0.6666666666666666,1,1,0.5,0.5,1,1,0.5,0.5,1,0,1.0,0.0,0,0,,,1,1,0.5,0.5,5,3,0.625,0.375,1,1,0.5,0.5,0,4,0.0,1.0,0,4,0.0,1.0,0,0,,,0,3,0.0,1.0,1,1,0.5,0.5,0,2,0.0,1.0,1,1,0.5,0.5,1,1,0.5,0.5,0,1,0.0,1.0,1,3,0.25,0.75,1,23,0.041666666666666664,0.9583333333333334,0,2,0.0,1.0
0,2,0.0,1.0,2,2,0.5,0.5,0,0,,,2,2,0.5,0.5,2,10,0.16666666666666666,0.8333333333333334,5,2,0.7142857142857143,0.2857142857142857,0,2,0.0,1.0,0,0,,,2,2,0.5,0.5,2,0,1.0,0.0,1,0,1.0,0.0,0,1,0.0,1.0,1,4,0.2,0.8,0,2,0.0,1.0,0,8,0.0,1.0,0,1,0.0,1.0,0,1,0.0,1.0,0,2,0.0,1.0,0,3,0.0,1.0,0,2,0.0,1.0,0,13,0.0,1.0,0,2,0.0,1.0
0,7,0.0,1.0,1,10,0.09090909090909091,0.9090909090909091,0,8,0.0,1.0,1,10,0.09090909090909091,0.9090909090909091,1,12,0.07692307692307693,0.9230769230769231,3,0,1.0,0.0,0,7,0.0,1.0,0,10,0.0,1.0,1,8,0.1111111111111111,0.8888888888888888,5,1,0.8333333333333334,0.16666666666666666,0,6,0.0,1.0,0,5,0.0,1.0,0,5,0.0,1.0,0,9,0.0,1.0,0,7,0.0,1.0,0,10,0.0,1.0,0,3,0.0,1.0,0,1,0.0,1.0,0,11,0.0,1.0,1,4,0.2,0.8,1,6,0.14285714285714285,0.8571428571428571,0,1,0.0,1.0
2,1,0.6666666666666666,0.3333333333333333,1,2,0.3333333333333333,0.6666666666666666,2,1,0.6666666666666666,0.3333333333333333,1,2,0.3333333333333333,0.6666666666666666,9,8,0.5294117647058824,0.47058823529411764,1,2,0.3333333333333333,0.6666666666666666,1,1,0.5,0.5,1,0,1.0,0.0,4,8,0.3333333333333333,0.6666666666666666,0,1,0.0,1.0,1,0,1.0,0.0,0,6,0.0,1.0,2,3,0.4,0.6,1,1,0.5,0.5,0,2,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,1,0.0,1.0,0,1,0.0,1.0,0,4,0.0,1.0,2,11,0.15384615384615385,0.8461538461538461,4,21,0.16,0.84,0,3,0.0,1.0
0,3,0.0,1.0,0,6,0.0,1.0,1,8,0.1111111111111111,0.8888888888888888,0,6,0.0,1.0,6,8,0.42857142857142855,0.5714285714285714,3,1,0.75,0.25,0,7,0.0,1.0,2,7,0.2222222222222222,0.7777777777777778,0,5,0.0,1.0,3,8,0.2727272727272727,0.7272727272727273,2,7,0.2222222222222222,0.7777777777777778,0,1,0.0,1.0,0,6,0.0,1.0,0,6,0.0,1.0,2,3,0.4,0.6,0,6,0.0,1.0,2,7,0.2222222222222222,0.7777777777777778,1,3,0.25,0.75,0,2,0.0,1.0,0,7,0.0,1.0,0,17,0.0,1.0,2,5,0.2857142857142857,0.7142857142857143
2,4,0.3333333333333333,0.6666666666666666,4,2,0.6666666666666666,0.3333333333333333,1,4,0.2,0.8,4,2,0.6666666666666666,0.3333333333333333,2,6,0.25,0.75,3,3,0.5,0.5,0,3,0.0,1.0,6,7,0.46153846153846156,0.5384615384615384,0,10,0.0,1.0,3,7,0.3,0.7,3,3,0.5,0.5,2,3,0.4,0.6,1,3,0.25,0.75,2,4,0.3333333333333333,0.6666666666666666,0,5,0.0,1.0,2,4,0.3333333333333333,0.6666666666666666,1,3,0.25,0.75,0,5,0.0,1.0,0,22,0.0,1.0,0,4,0.0,1.0,2,7,0.2222222222222222,0.7777777777777778,0,0,,
0,5,0.0,1.0,0,5,0.0,1.0,1,3,0.25,0.75,0,5,0.0,1.0,1,5,0.16666666666666666,0.8333333333333334,0,2,0.0,1.0,0,6,0.0,1.0,1,3,0.25,0.75,2,0,1.0,0.0,2,6,0.25,0.75,1,3,0.25,0.75,1,3,0.25,0.75,0,0,,,0,5,0.0,1.0,1,6,0.14285714285714285,0.8571428571428571,0,4,0.0,1.0,0,2,0.0,1.0,1,15,0.0625,0.9375,0,45,0.0,1.0,1,8,0.1111111111111111,0.8888888888888888,1,17,0.05555555555555555,0.9444444444444444,0,4,0.0,1.0
0,0,,,0,7,0.0,1.0,0,0,,,0,7,0.0,1.0,0,10,0.0,1.0,4,1,0.8,0.2,0,1,0.0,1.0,0,1,0.0,1.0,0,5,0.0,1.0,2,3,0.4,0.6,0,0,,,0,1,0.0,1.0,1,4,0.2,0.8,0,1,0.0,1.0,0,6,0.0,1.0,0,1,0.0,1.0,0,2,0.0,1.0,0,5,0.0,1.0,0,6,0.0,1.0,1,0,1.0,0.0,0,12,0.0,1.0,1,7,0.125,0.875
0,5,0.0,1.0,0,3,0.0,1.0,0,3,0.0,1.0,0,3,0.0,1.0,6,3,0.6666666666666666,0.3333333333333333,3,1,0.75,0.25,0,3,0.0,1.0,0,19,0.0,1.0,3,8,0.2727272727272727,0.7272727272727273,3,8,0.2727272727272727,0.7272727272727273,0,4,0.0,1.0,0,4,0.0,1.0,0,2,0.0,1.0,0,3,0.0,1.0,0,9,0.0,1.0,0,0,,,1,6,0.14285714285714285,0.8571428571428571,3,14,0.17647058823529413,0.8235294117647058,0,10,0.0,1.0,1,12,0.07692307692307693,0.9230769230769231,1,15,0.0625,0.9375,0,5,0.0,1.0
0,7,0.0,1.0,0,2,0.0,1.0,0,2,0.0,1.0,0,2,0.0,1.0,2,8,0.2,0.8,2,3,0.4,0.6,1,3,0.25,0.75,0,2,0.0,1.0,0,17,0.0,1.0,1,4,0.2,0.8,0,0,,,0,4,0.0,1.0,0,7,0.0,1.0,1,4,0.2,0.8,1,5,0.16666666666666666,0.8333333333333334,0,2,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,8,5,0.6153846153846154,0.38461538461538464,0,7,0.0,1.0,1,13,0.07142857142857142,0.9285714285714286,2,14,0.125,0.875,0,4,0.0,1.0
